,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9
569,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,2,1,1,1,1,0,2,1,1
570,0,0,1,0,4,2,3,1,118,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,2,3,1,2,1,2,1,3
571,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,2,0,0,0,1,0,3,1
572,0,0,1,0,0,0,2,2,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,2,3,0,0,2,2,3,1,1
573,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,1,1,1,2,2,1,0,2,2
574,0,0,2,3,1,1,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,2,1,0,2,2,1,0,0,3
575,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,2,0,1,0,1,3,1,3
576,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,3,3,0,0,2,2,3,2
577,0,1,0,1,2,4,1,7,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,3,0,3,0,0,3,2,1,1,3,1,2,0,3
578,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,0,0,3,1,3,0,2,0
579,0,0,1,0,4,2,5,6,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,3,0,1,3,0,2,0,0
580,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,0,3,0,1,0,3,0,3
581,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,2,0,1,0,1,2,0,0,2
582,0,0,2,3,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,0,2,1,0,0,2,3,1,1,1,3,2,0,0
583,0,1,0,1,2,4,1,7,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,0,3,0,0,2,2,0,1,0,2,0,2,1
584,0,1,2,2,3,3,4,5,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,2,0,0,1,1,1,2,1
585,0,0,2,3,1,1,0,3,36,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,2,2,3,2,1,0,1,0
586,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,2,3,1,2,2,0,2,1
587,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,0,6,0,0,3,1,0,1,2,2,0,3,1
588,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,3,3,0,1,1,1,3,3
589,0,1,2,2,3,3,4,5,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,0,3,1,2,1,3,3,3
590,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,2,3,2,0,1,0,3,1
591,0,1,2,2,3,5,6,0,111,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,2,0,1,1,3,0,0,0,1,0,0,1,1,2,1,3,0,0,2,0
592,0,0,1,0,4,2,3,1,118,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,1,1,2,1,1,1,0,1
593,0,1,0,2,3,3,4,7,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,3,0,1,2,1,2,1
594,0,0,1,0,0,0,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,2,3,1,6,6,0,0,3,2,1,1,1,2,3,3,2
595,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,3,1,6,6,0,0,2,3,1,0,2,1,0,3,1
596,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,1,3,3,0,0,1,0,0
597,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,0,1,3,1,1,0,1,1
598,0,0,1,0,4,2,5,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,4,5,1,0,0,0,2,1,2,3,0,1,2,3,0
599,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,0,0,0,3,3,2,3,0
600,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,0,6,0,0,0,2,2,0,0,1,2,1,3
601,0,1,0,1,2,4,1,4,120,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,2,0,0,2,3,2,1,1
602,0,1,0,1,2,4,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,2,1,3,3,2,0,0,3
603,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,0,0,3,1,0,2,1,2
604,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,2,3,0,2,2,3,0,1,3
605,0,1,2,2,3,3,6,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,5,0,1,1,3,0,0,0,1,0,0,0,1,3,0,3,0,3,0,3
606,0,0,1,3,1,5,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,2,4,5,1,0,0,0,0,3,1,0,0,2,0,1,1
607,0,0,2,2,1,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,1,3,1,2,2,1,0,0,3,1,1,1,1,1,1,0,2
608,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,1,0,2,4,5,1,0,0,0,0,3,2,0,0,3,2,3,2
609,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,1,1,2,2,3,3,0,3,1
610,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,0,2,2,1,0,0,2,0
611,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,1,2,1,2,0,2,2,0,1
612,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,2,0,3,0,2,0,3,3,1
613,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,0,0,2,0,0,1,3,2,0
614,0,0,1,0,4,2,5,1,121,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,3,1,1,0,0,0,1,1,3,0,1,1,2,1,3
615,0,1,0,1,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,2,2,0,6,6,0,0,3,1,0,3,1,3,0,3,3
616,0,0,1,0,0,0,5,6,44,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,2,2,3,1,6,6,0,0,1,2,0,0,2,0,1,3,0
617,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,1,2,3,3,2,0,3,1,1
618,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,2,2,1,2,0,1,3,3
619,0,0,1,0,4,2,5,6,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,2,0,3,1,2,2,1,1
620,0,1,0,1,2,4,1,4,122,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,0,2,2,1,2,1,1,1
621,0,1,0,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,2,0,1,2,3,0,1,0
622,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,2,2,3,2,2,0,3,0
623,0,1,0,1,2,0,2,4,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,5,5,0,0,1,3,2,2,2,3,2,1,3
624,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,1,0,1,3,1,3,0,1
625,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,3,3,1,1,1,0,2,0
626,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,0,1,2,2,2,3,3,3
627,0,1,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,2,3,3,1,2,1,3,2,3
628,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,1,3,3,2,2,0,0,3,1
629,0,1,0,1,2,4,1,4,77,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,0,3,0,0,1,3,1,2,3,1,3,0,0
630,0,1,0,1,2,4,1,7,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,3,0,3,0,0,2,1,2,0,2,0,1,2,3
631,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,7,0,1,1,3,0,0,0,1,0,0,0,0,0,0,3,1,2,1,1
632,0,1,2,2,3,3,4,5,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,1,0,0,2,1,0,1,0
633,0,0,2,3,1,1,0,3,117,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,0,2,3,1,3,0,0,3
634,0,0,1,0,4,2,5,1,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,3,1,6,0,0,0,3,0,3,1,3,3,2,3,0
635,0,1,0,1,0,0,6,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,0,0,0,1,2,1,1,3,3
636,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,0,6,0,0,1,0,2,3,1,3,3,1,0
637,0,0,2,3,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,3,0,2,2,3,1,2,2
638,0,0,1,0,4,2,3,1,118,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,0,3,1,1,0,2,0,2
639,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,0,0,2,1,0,2,3,1
640,0,1,0,1,0,0,2,2,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,0,3,0,2,3,1,2,0,0
641,0,0,2,3,1,5,6,0,-1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,2,1,0,2,3,2,0,0,2
642,0,1,0,1,0,0,2,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,3,1,0,0,1,2,2,2,0
643,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,2,1,2,1,2,3,2,1,3
644,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,2,0,2,0,2,1,0,2
645,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,3,2,2,3,3,2,0,2,3
646,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,1,0,2,4,5,1,0,0,0,2,2,0,3,3,2,3,2,2
647,0,1,0,1,2,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,1,2,0,3,3,2,2,3
648,0,1,0,1,2,4,1,4,120,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,2,3,0,2,0,0,1,2
649,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,0,0,3,1,3,0,1,2,0
650,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,3,0,0,1,0,0,2,3
651,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,3,0,3,1,1,2,3,3
652,0,0,2,3,1,1,0,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,3,0,3,1,1,2,3,2
653,0,1,0,1,2,4,1,7,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,3,2,0,1,2,0,3,3,0
654,0,0,1,0,4,2,3,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,0,1,1,0,2,0,2,1
655,0,1,2,2,3,3,4,5,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,2,0,1,2,1,3,2,2
656,0,0,1,0,4,2,5,1,121,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,0,1,1,2,3,2,2,1
657,0,0,2,3,1,1,0,3,36,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,2,2,1,1,1,0,1,1
658,0,0,2,3,1,5,0,0,106,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,2,0,2,0,1,2,0,3,1
659,0,1,0,1,2,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,3,2,3,1,3,0,3,0
660,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,1,2,2,2,1,3,3,3
661,0,1,0,1,2,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,0,2,2,0,0,0,2,2
662,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,3,0,3,0,0,0,3,2,1,0,2,0,2,2
663,0,0,1,0,4,2,5,6,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,2,3,1,6,0,0,0,3,3,0,1,3,1,2,1,3
664,0,0,2,3,1,1,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,0,1,2,0,1,0,1,0,3
665,0,0,1,0,4,2,3,1,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,0,4,5,1,0,0,0,0,1,0,3,0,2,3,2,1
666,0,1,0,2,2,4,1,7,51,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,7,0,0,2,1,2,0,0,3,0,0,3,1,1,0,0,1,3,1,0
667,0,1,0,1,0,0,2,2,108,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,0,3,1,0,0,3,0,3,1
668,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,3,1,2,3,1,0,3,0
669,0,1,2,2,3,3,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,2,2,1,1,0,3,3,3
670,0,1,0,1,0,0,6,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,3,1,1,2,1,2,3,0,1
671,0,0,1,0,4,2,5,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,4,5,1,0,0,0,0,3,1,2,1,1,2,2,0
672,0,0,1,0,4,2,3,1,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,0,1,3,1,0,1,3,1
673,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,0,1,0,2,1,0,1,2
674,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,1,3,0,0,1,1,1,3
675,0,1,0,1,2,4,1,4,120,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,0,1,0,0,3,1,2,3
676,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,2,2,1,1,1,1,3,2
677,0,1,2,2,3,3,4,5,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,3,0,2,1,2,0,0,2
678,0,1,0,1,2,4,1,7,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,0,3,0,0,1,0,3,1,3,3,1,3,2
679,0,1,2,2,3,3,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,3,1,1,2,0,1,2,2
680,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,3,2,2,1,1,1,2,2,2
681,0,1,0,1,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,4,0,0,2,1,2,3,6,6,0,0,0,3,2,2,2,3,2,2,2
682,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,0,2,2,2,0,1,0,3
683,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,2,2,2,1,0,2,2,3
684,0,0,1,0,4,2,5,6,113,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,1,1,0,2,1,3,0,0
685,0,0,2,3,1,1,0,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,0,1,0,2,2,0,3,1
686,0,0,2,3,1,5,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,2,3,0,2,1,3,1,3,3
687,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,0,0,3,0,0,1,3,1
688,0,1,0,2,3,3,6,7,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,0,0,0,3,0,0,2,2,0,3,2,3,2,1,2
689,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,2,1,1,3,2,2,0,2,0
690,0,1,0,1,0,0,2,2,108,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,2,1,3,1,2,3,1,3,3
691,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,0,2,1,2,0,0,3,0,0,0,1,1,3,2,2,2,0,1
692,0,0,2,3,1,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,1,3,1,2,2,1,0,0,2,0,0,0,2,0,0,1,1
693,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,1,3,0,2,2,3,0,0
694,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,3,1,6,6,0,0,2,1,2,3,2,2,2,1,1
695,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,0,1,0,0,1,2,1,0,1,1,2,1,3
696,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,2,1,2,3,0,2,1,3
697,0,0,1,0,4,2,5,6,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,3,0,1,3,3,1,3,2
698,0,0,2,3,1,1,0,3,61,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,2,1,1,0,3,3,3,3
699,0,1,0,1,0,0,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,4,0,0,2,1,2,3,6,6,0,0,1,2,2,1,0,3,1,1,0
700,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,0,2,3,1,3,3,2,1,0
701,0,0,1,0,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,0,1,2,3,2,3,3,2,3
702,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,0,2,3,3,3,0,0,2
703,0,1,0,2,3,3,4,5,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,1,3,2,1,0,1,2
704,0,0,2,3,1,1,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,3,1,1,3,1,2,0,0,3
705,0,0,2,2,1,5,0,0,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,1,3,1,2,2,1,0,0,2,0,1,0,3,0,3,0,2
706,0,1,0,1,2,4,1,4,123,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,2,2,2,3,1,0,1,0
707,0,1,0,1,2,4,2,4,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,1,3,3,0,3,2,3,0
708,0,1,0,1,0,0,2,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,2,2,0,3,0,1,1,2,2
709,0,0,1,0,4,2,5,6,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,2,3,0,0,3,2,2,3
710,0,1,0,2,3,3,4,5,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,1,3,2,3,1,1,2,0
711,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,1,0,1,0,1,2,3,1
712,0,1,0,2,3,3,6,7,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,3,2,3,0
713,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,2,1,1,2,0,0,2,0,3
