,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31
376,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,2,0,2,2,0,1,1,2,0,2,1,2,0,0,1,2,0,1,2,0,1,2,2,0,1,1,0,2,0,2,2
377,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,2,2,2,1,0,2,2,0,1,1,1,2,1,2,0,1,0,0,0,0,0,0,2,2,0,2,0,1,2,0,0
378,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,2,1,2,2,0,0,1,2,2,2,1,0,2,0,1,2,0,2,2,0,0,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,1
379,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,5,6,0,1,0,0,2,1,2,1,0,0,2,1,2,0,2,1,2,2,2,2,1,2,2,1,0,2,2,2,1,2,2,0,1
380,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,0,0,2,0,0,0,0,1,0,0,2,1,2,1,2,0,1,0,2,1,1,0,1,0,1,1,2,0,2,1,2
381,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,1,2,2,1,2,2,0,2,1,2,1,1,2,1,1,2,1,0,1,1,1,0,1,0,2,2,1,2,2,2,0
382,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,2,0,2,2,2,1,2,2,1,0,2,1,1,1,0,1,2,2,0,1,2,2,1,0,0,0,2,2,1,1
383,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,2,1,2,2,2,1,1,0,1,2,2,1,1,2,1,1,2,1,0,2,2,0,1,2,2,1,0,0,0,2
384,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,1,2,0,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,2,1,0,2,2,0,2,1,1,0,1,0,0
385,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,5,6,0,1,0,0,2,0,1,1,0,0,1,1,2,0,2,0,1,1,2,2,1,0,2,1,1,2,0,1,1,1,0,2,1
386,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,1,1,0,0,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,0,0,1,2,0,1,2,1
387,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,1,2,0,1,1,2,1,0,0,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,0,2,2
388,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,0,1,2,2,0,2,2,2,0,1,2,1,0,1,2,0,2,0,1,1,1,2,1,1,2,2,1,2,1,0,2,1,1,0
389,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,2,1,2,0,2,2,1,0,1,2,2,0,0,2,1,1,0,1,2,1,0,0,0,2,1,2,2,0,2
390,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,0,0,2,0,0,0,2,1,2,1,2,0,1,1,1,2,0,0,0,1,0,0,1,1,2,1,0,0,0,1,1
391,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,0,0,0,2,0,0,1,0,2,1,2,1,2,0,2,0,1,1,1,1,0,1,2,0,0,2,1,2,1
392,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,0,1,2,1,2,1,1,1,0,1,0,1,1,1,0,2,0,0,2,1,2,1,2,0,2,2,1,1,1
393,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,1,1,2,1,1,1,1,0,0,0,2,2,0,2,0,1,2,1,0,0,0,1,0,2,0,1,1,1,0,0
394,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,2,1,2,2,0,0,1,2,1,0,2,2,1,0,2,0,1,2,0,0,2,0,2,2,2,1,0,1,1,2,2,2,1,0,0,1,0,0,1
395,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,0,1,2,2,1,1,1,2,1,0,2,1,1,2,1,0,0,0,1,0,2,1,2,0,2,2,1,0,0,0
396,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,3,4,3,4,1,2,2,1,0,2,0,1,0,1,1,0,0,2,0,1,1,2,1,2,0,0,1,0,1,1,1,2,0,1,1,2,0
397,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,7,0,1,2,1,2,2,0,0,1,2,2,0,0,1,0,0,2,1,1,2,1,2,0,0,0,1,2,1,1,2,1,2,2,2,2,1,2,0,1,1,1
398,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,2,1,2,0,0,2,1,2,2,0,2,0,2,1,2,1,0,0,2,0,0,2,2,1,1,2,2,0,1,0,0
399,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,0,0,1,0,2,0,2,2,0,1,0,0,2,2,0,2,1,0,1,1,0,1,1,1,1,2,0,1,1
400,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,2,0,0,2,2,0,2,1,1,0,1,1,1,2,2,1,0,1,2,0,2,2,2,1,0,1,1,0,0,2
401,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,3,6,7,2,0,1,0,1,0,0,0,0,0,2,0,2,0,1,2,0,0,1,2,1,0,2,0,2,2,1,2,0,0,0,2,2
402,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,2,0,0,0,1,2,0,2,1,2,1,1,0,1,1,0,2,2,0,2,2,1,2,0,0,0,2,2,0,0
403,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,1,1,1,1,2,0,1,1,0,2,0,1,0,1,1,1,0,2,2,2,1,2,1,1,2,1,0,1,2,0,2
404,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,1,1,0,2,0,1,0,1,2,2,2,1,1,2,2,1,1,1,0,2,0,0,2,0,2,1,0,2,1,1,0
405,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,5,6,0,1,0,2,0,2,2,0,2,1,1,1,0,0,2,1,1,0,0,2,0,2,2,2,2,0,2,0,1,1,1,1,2
406,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,2,0,1,1,1,0,2,1,1,1,1,0,1,0,2,1,2,2,0,1,0,1,1,0,0,2,1,0,0,0,2
407,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,1,0,0,0,1,2,1,2,2,1,0,0,0,2,0,2,2,0,1,1,2,0,0,1,2,1,2,1,1,0
408,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,0,1,2,2,1,2,2,2,2,1,0,0,2,0,2,1,2,0,0,2,2,1,2,2,0,0,0,0,1,1,2,0,0,2
409,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,2,2,2,1,2,1,1,1,1,1,1,1,0,0,2,2,0,1,0,1,0,0,1,1,2,0,2,0,2,1
410,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,0,2,1,1,2,2,1,2,1,1,2,0,0,2,1,0,1,2,1,2,0,0,0,0,2,0,1,2,0,2,1
411,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,2,0,0,1,1,1,2,0,1,2,2,0,1,2,1,2,0,2,1,0,0,1,1,2,1,1,1,0,0,1,1
412,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,0,0,1,2,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,0,0,0,1,2,1,0,1,1,2
413,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,0,2,0,2,2,1,1,1,1,2,2,0,0,0,1,0,2,1,2,1,0,1,2,2,1,2,2,1,0,0
414,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,2,1,0,1,2,0,2,0,1,0,0,2,0,2,2,1,0,1,2,0,1,1,1,1,1,0,0,1,2,0
415,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,2,2,1,1,1,0,0,1,2,2,1,2
416,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,2,1,2,2,0,0,1,2,2,1,2,1,2,0,2,2,1,2,0,1,0,1,2,2,1,0,2,1,2,1,2,1,2,1,0,0,2,0,2
417,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,1,1,2,2,1,0,0,2,1,2,0,0,2,2,2,2,0,0,1,2,0,2,0,2,2,2,0,2,1,0
418,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,2,0,5,4,5,0,1,0,0,0,2,0,2,0,2,0,2,1,2,0,1,1,0,1,0,2,1,0,0,2,0,0,0,2,2,0,2,1
419,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,2,2,1,1,1,1,0,1,0,0,0,2,2,1,0,0,1,0,0,2,1,2,2,1,2,2,2,0,1,0
420,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,0,0,0,0,2,1,0,1,0,0,2,0,1,2,1,2,2,0,0,2,1,2,1,1,0,0,0,2,2,2,1
421,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,0,1,0,1,2,2,2,2,2,2,2,0,0,1,2,0,2,2,2,0,0,1,1,0,2,2,1,1,0,0
422,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,1,2,0,2,1,0,2,2,2,2,2,1,0,2,0,2,1,0,1,0,1,1,1,0,1,1,2,2,0,2,0
423,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,1,1,1,0,2,2,2,2,2,0,2,2,0,2,2,1,0,1,1,0,1,0,2,1,2,1,0,0,2,1
424,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,0,0,0,2,2,2,2,2,0,1,0,0,0,2,2,2,2,0,2,1,0,0,0,0,1,1,1,1,2,1,1
425,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,0,1,2,0,0,0,0,2,0,0,2,0,1,2,1,0,2,1,0,0,2,2,2,0,1,1,0,2,0,1,1
426,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,1,0,0,2,1,1,0,2,2,1,1,1,1,2,0,1,0,0,2,0,2,1,0,1,1,2,2,0,0,0,2
427,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,7,0,1,2,1,2,2,0,0,1,2,2,2,0,0,1,1,1,0,1,2,0,2,1,1,0,0,0,2,1,0,2,2,2,1,2,1,2,2,1,2,0
428,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,4,1,2,1,0,2,0,1,0,1,0,1,2,2,1,2,2,0,0,2,1,2,2,2,1,0,1,0,2,2,0,2,0,1
429,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,2,0,2,1,2,2,1,0,0,2,1,0,0,0,0,2,2,1,0,1,1,0,0,0,2,1,0,0,2,1
430,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,2,1,0,0,2,0,1,0,1,2,2,2,1,2,2,1,2,1,1,2,2,1,0,2,0,0,2,2,0,1
431,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,0,1,2,0,2,0,1,2,1,0,2,2,0,2,1,1,2,1,0,2,1,0,2,0,2,2,1,1,2,2,2
432,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,0,0,1,1,0,2,0,2,2,0,1,1,2,2,1,2,2,1,0,0,1,2,0,2,2,0,2,2,0
433,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,2,0,0,1,0,1,1,1,0,0,1,1,1,2,0,2,2,0,0,0,1,1,0,0,2,1,0,0,0,1,0
434,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,5,6,0,1,0,2,2,1,1,2,0,1,0,2,0,2,2,2,2,0,2,0,2,1,1,0,2,2,2,0,0,2,2,1,1
435,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,3,4,3,3,1,2,1,2,0,1,2,0,0,1,0,2,2,1,1,1,1,1,0,2,2,0,0,2,0,1,0,2,1,0,1,2,2
436,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,2,0,1,1,1,1,2,0,2,2,0,1,1,0,1,0,0,2,2,1,0,0,2,1,1,2,1,2,0,0
437,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,1,2,1,1,1,0,0,1,1,0,1,0,2,1,0,0,0,2,2,0,0,0,0,2,1,1,1,0,2,1,1
438,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,2,0,1,5,6,0,1,1,2,2,2,0,2,1,2,2,2,2,1,0,1,2,0,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1
439,0,1,1,1,3,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,1,2,2,0,0,1,2,0,2,0,0,0,0,2,1,0,1,0,2,0,2,2,2,0,1,1,1,2,2,0,1,0,0,0,1,0,0,1
440,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,2,2,0,1,1,1,0,0,2,0,0,1,2,0,0,2,2,1,1,1,0,0,0,2,1,1,1,2,1,2,0,2,0,0,2
441,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,1,1,2,1,1,0,2,0,1,1,0,0,2,2,2,2,0,2,1,0,2,2,0,1,1,2,0,0,1
442,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,2,0,0,1,1,1,2,0,1,0,2,1,1,1,2,0,0,1,1,1,1,1,2,0,0,0,1,2,2,1
443,0,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,2,1,2,2,0,0,1,2,0,1,2,1,0,0,0,1,1,0,1,2,2,2,0,1,1,2,0,0,2,1,1,1,1,2,1,0,2,2,1
444,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,0,0,0,0,2,2,2,1,0,1,1,2,1,1,2,1,1,0,2,1,0,0,0,0,0,1,1,0,1,1,2
445,0,0,0,0,4,3,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,2,2,2,1,2,2,2,1,0,2,0,0,2,2,1,0,0,1,0,0,2,2,2,0,1,2,2,0,0,0
446,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,1,2,0,2,2,1,2,1,0,1,0,0,0,0,1,1,0,1,2,1,1,2,1,0,1,0,0,1,1,2,0
447,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,0,2,2,1,0,0,0,2,2,1,1,2,2,1,0,0,0,2,1,0,1,0,1,0,0,2,2,2,2,1,1
448,0,1,2,2,0,2,3,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,2,0,1,2,2,0,1,1,0,1,0,0,1,1,2,2,2,2,0,0,0,2,2,0,2,0,1,1,2,2,0,0,2,2,2,1,1,0
449,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,1,2,0,0,1,0,2,0,1,0,0,2,2,1,2,2,0,0,1,1,0,0,1,1,0,2,2,0,0,1
450,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,1,1,0,1,2,0,2,0,0,1,1,0,1,1,0,2,1,2,2,0,2,2,1,1,2,0,0,1,1,1
451,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,2,0,2,0,2,1,1,0,2,2,2,1,2,0,1,1,1,0,2,0,0,2,1,0,1,1,2,2,2
452,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,2,0,1,0,1,0,2,2,2,0,1,1,2,1,2,0,2,0,2,2,1,2,0,2,0,2,2,0,0,1,1
453,0,1,2,2,0,4,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,0,0,1,0,1,0,1,0,2,0,1,0,2,0,2,1,2,2,1,1,2,1,1,1,2,1,1,0,0,0,0
454,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,2,0,1,2,2,0,1,2,1,2,1,2,1,2,1,1,1,1,0,2,0,2,1,0,2,1,2,0,2,2,1,0,2,1,0,0,0,0
455,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,2,0,1,0,1,0,1,0,0,2,1,1,2,2,2,2,2,0,0,1,2,2,1,1,0,0,0,1,2,0,2
456,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,1,2,2,2,1,1,2,2,0,0,1,0,1,2,1,1,0,0,1,2,0,2,1,1,0,0,2,0,2,2
457,0,1,2,2,0,2,6,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,1,2,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,2,1,0,2,0,2,2,0,0,0,1,0,2,1,0
458,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,0,0,1,1,0,1,1,1,1,2,1,0,2,2,2,2,0,1,1,2,0,0,2,2,2,0,0,1,2,2,2
459,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,0,2,1,2,2,0,2,0,2,2,0,2,1,0,2,1,2,2,1,2,2,2,2,2,1,0,2,1,2,2,1
460,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,1,2,2,0,1,0,1,2,0,1,0,1,1,2,2,1,2,2,2,0,1,1,1,1,1,1,0,2,2,1,0
461,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,2,0,3,4,3,3,1,2,0,2,2,2,1,0,2,1,1,2,1,1,1,1,2,2,0,2,0,0,0,1,1,2,0,0,1,0,0,0,2
462,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,1,2,1,2,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,2,1,1,2,1,2,2,0,0,2
463,0,1,1,3,2,5,5,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,2,1,2,2,0,4,1,2,0,0,0,0,2,0,1,1,1,2,1,1,2,2,1,2,1,1,2,0,0,0,0,1,1,2,1,2,2,0,2
464,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,2,0,2,0,1,1,0,2,2,1,0,2,2,1,0,1,1,0,2,2,0,2,0,0,1,2,2,1,0,2
465,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,0,0,0,1,1,2,2,0,2,0,0,2,2,1,1,1,0,2,2,1,0,1,2,2,0,0,1,1,1,0
466,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,2,1,1,0,0,2,1,0,1,0,1,1,1,2,2,0,1,2,0,2,0,0,0,1,2,0,0,2,2,0
467,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,2,0,0,1,0,1,1,2,2,2,1,1,2,0,1,2,1,1,1,2,2,1,1,2,0,2,2,0,2,2
468,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,3,6,7,2,0,2,2,2,2,0,2,0,0,0,1,0,1,0,1,1,2,2,2,0,0,1,1,1,1,1,2,2,1,0,0,1
469,0,1,2,2,0,4,0,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,2,0,5,4,5,0,1,0,0,1,0,1,1,1,2,2,2,1,0,2,1,1,0,0,1,0,2,1,1,0,0,1,0,1,1,2,2,0
470,0,1,1,1,3,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,2,0,3,4,3,3,1,2,2,2,1,0,2,1,2,0,0,1,1,2,2,0,2,2,2,1,0,2,1,1,1,0,0,1,2,2,1,2,0
471,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,1,1,2,0,1,0,2,1,0,0,2,2,2,0,0,0,0,0,2,2,0,2,0,0,1,1,0,2,0,0,1,0,2,0,2
